star 1	err	star 2	err	star 3	err	HJD	2-1	3-1	3-2	Epoch	error 3-2	error 2-1	error 3-1	phase	new pahse
-12.489	0.003	-9.398	0.021	-10.391	0.01	2459522.754	3.091	2.098	-0.993	59522.75449	0.0232594067	0.02121320344	0.01044030651	0.3908613063	0.5071519823
-12.331	0.003	-9.242	0.023	-10.182	0.012	2459522.754	3.089	2.149	-0.94	59522.75468	0.02594224354	0.02319482701	0.01236931688	0.3915754799	0.5077733318
-12.454	0.003	-9.336	0.021	-10.332	0.011	2459522.755	3.118	2.122	-0.996	59522.75487	0.02370653918	0.02121320344	0.01140175425	0.3921968293	0.5083539621
-12.544	0.003	-9.454	0.02	-10.434	0.01	2459522.755	3.09	2.11	-0.98	59522.75506	0.02236067977	0.02022374842	0.01044030651	0.3927774596	0.5089363681
-12.526	0.003	-9.403	0.02	-10.389	0.01	2459522.755	3.123	2.137	-0.986	59522.75525	0.02236067977	0.02022374842	0.01044030651	0.3933598656	0.5095235146
-12.391	0.003	-9.289	0.022	-10.286	0.011	2459522.755	3.102	2.105	-0.997	59522.75543	0.02459674775	0.02220360331	0.01140175425	0.3939470122	0.5101088201
-12.517	0.003	-9.418	0.02	-10.387	0.01	2459522.755	3.099	2.13	-0.969	59522.75562	0.02236067977	0.02022374842	0.01044030651	0.3945323177	0.5106905728
-12.582	0.003	-9.462	0.019	-10.489	0.01	2459522.756	3.12	2.093	-1.027	59522.75581	0.02147091055	0.01923538406	0.01044030651	0.3951140703	0.5112703595
-12.438	0.003	-9.264	0.023	-10.337	0.011	2459522.756	3.174	2.101	-1.073	59522.756	0.02549509757	0.02319482701	0.01140175425	0.3956938571	0.5118694162
-12.389	0.003	-9.269	0.023	-10.287	0.011	2459522.756	3.12	2.102	-1.018	59522.75618	0.02549509757	0.02319482701	0.01140175425	0.3962929137	0.5124493292
-12.353	0.003	-9.239	0.024	-10.249	0.011	2459522.756	3.114	2.104	-1.01	59522.75637	0.02640075756	0.02418677324	0.01140175425	0.3968728268	0.5130299581
-12.597	0.003	-9.476	0.019	-10.532	0.009	2459522.756	3.121	2.065	-1.056	59522.75656	0.02102379604	0.01923538406	0.009486832981	0.3974534556	0.5136123655
-12.576	0.003	-9.445	0.02	-10.48	0.01	2459522.757	3.131	2.096	-1.035	59522.75678	0.02236067977	0.02022374842	0.01044030651	0.3980358631	0.5143210495
-12.603	0.003	-9.484	0.019	-10.518	0.01	2459522.757	3.119	2.085	-1.034	59522.75701	0.02147091055	0.01923538406	0.01044030651	0.398744547	0.5150348485
-12.464	0.003	-9.372	0.021	-10.384	0.01	2459522.757	3.092	2.08	-1.012	59522.75721	0.0232594067	0.02121320344	0.01044030651	0.399458346	0.5156540462
-12.503	0.003	-9.377	0.021	-10.398	0.01	2459522.757	3.126	2.105	-1.021	59522.7574	0.0232594067	0.02121320344	0.01044030651	0.4000775437	0.5162365465
-12.474	0.003	-9.382	0.021	-10.385	0.01	2459522.757	3.092	2.089	-1.003	59522.75759	0.0232594067	0.02121320344	0.01044030651	0.4006600441	0.5168329854
-12.337	0.003	-9.267	0.023	-10.217	0.011	2459522.758	3.07	2.12	-0.95	59522.75778	0.02549509757	0.02319482701	0.01140175425	0.4012564829	0.5174337872
-12.284	0.004	-9.17	0.024	-10.186	0.012	2459522.758	3.114	2.098	-1.016	59522.75797	0.02683281573	0.02433105012	0.01264911064	0.4018572848	0.5180191566
-12.595	0.003	-9.463	0.02	-10.486	0.01	2459522.758	3.132	2.109	-1.023	59522.75816	0.02236067977	0.02022374842	0.01044030651	0.4024426541	0.5186037144
-12.456	0.003	-9.35	0.021	-10.38	0.01	2459522.758	3.106	2.076	-1.03	59522.75834	0.0232594067	0.02121320344	0.01044030651	0.4030272119	0.5191862148
-12.412	0.003	-9.351	0.022	-10.307	0.011	2459522.758	3.061	2.105	-0.956	59522.75853	0.02459674775	0.02220360331	0.01140175425	0.4036097123	0.5197689954
-12.516	0.003	-9.431	0.02	-10.418	0.01	2459522.759	3.085	2.098	-0.987	59522.75872	0.02236067977	0.02022374842	0.01044030651	0.4041924929	0.5203539277
-12.422	0.003	-9.358	0.022	-10.359	0.011	2459522.759	3.064	2.063	-1.001	59522.75891	0.02459674775	0.02220360331	0.01140175425	0.4047774253	0.5209406997
-12.113	0.004	-9.017	0.028	-9.964	0.014	2459522.759	3.096	2.149	-0.947	59522.75914	0.03130495168	0.02828427125	0.01456021978	0.4053641972	0.5216706484
-12.556	0.003	-9.458	0.02	-10.5	0.01	2459522.759	3.098	2.056	-1.042	59522.75933	0.02236067977	0.02022374842	0.01044030651	0.4060941459	0.5222577949
-12.431	0.003	-9.285	0.022	-10.329	0.011	2459522.759	3.146	2.102	-1.044	59522.75952	0.02459674775	0.02220360331	0.01140175425	0.4066812925	0.5228412303
-12.508	0.003	-9.418	0.02	-10.44	0.01	2459522.76	3.09	2.068	-1.022	59522.75971	0.02236067977	0.02022374842	0.01044030651	0.4072647279	0.5234294992
-12.402	0.003	-9.303	0.022	-10.317	0.011	2459522.76	3.099	2.085	-1.014	59522.75989	0.02459674775	0.02220360331	0.01140175425	0.4078529968	0.5240090057
-12.527	0.003	-9.377	0.021	-10.418	0.01	2459522.76	3.15	2.109	-1.041	59522.76008	0.0232594067	0.02121320344	0.01044030651	0.4084325033	0.5245914132
-12.585	0.003	-9.479	0.019	-10.524	0.009	2459522.76	3.106	2.061	-1.045	59522.76026	0.02102379604	0.01923538406	0.009486832981	0.4090149108	0.525172074
-12.386	0.003	-9.281	0.022	-10.318	0.011	2459522.76	3.105	2.068	-1.037	59522.76045	0.02459674775	0.02220360331	0.01140175425	0.4095955716	0.5257555094
-12.507	0.003	-9.413	0.021	-10.421	0.01	2459522.76	3.094	2.086	-1.008	59522.76064	0.0232594067	0.02121320344	0.01044030651	0.410179007	0.526339755
-12.472	0.003	-9.397	0.021	-10.404	0.01	2459522.761	3.075	2.068	-1.007	59522.76084	0.0232594067	0.02121320344	0.01044030651	0.4107632526	0.5269669673
-12.348	0.003	-9.251	0.023	-10.272	0.011	2459522.761	3.097	2.076	-1.021	59522.76103	0.02549509757	0.02319482701	0.01140175425	0.4113904649	0.5275512129
-12.569	0.003	-9.446	0.02	-10.48	0.01	2459522.761	3.123	2.089	-1.034	59522.76122	0.02236067977	0.02022374842	0.01044030651	0.4119747105	0.5281368001
-12.557	0.003	-9.424	0.02	-10.462	0.01	2459522.761	3.133	2.095	-1.038	59522.7614	0.02236067977	0.02022374842	0.01044030651	0.4125602976	0.5287246944
-12.571	0.003	-9.477	0.019	-10.508	0.01	2459522.761	3.094	2.063	-1.031	59522.76163	0.02147091055	0.01923538406	0.01044030651	0.4131481919	0.5294384614
-12.537	0.003	-9.473	0.02	-10.449	0.01	2459522.762	3.064	2.088	-0.976	59522.76186	0.02236067977	0.02022374842	0.01044030651	0.413861959	0.5301454001
-12.536	0.003	-9.415	0.02	-10.481	0.01	2459522.762	3.121	2.055	-1.066	59522.76206	0.02236067977	0.02022374842	0.01044030651	0.4145688977	0.5307570536
-12.536	0.003	-9.486	0.019	-10.469	0.01	2459522.762	3.05	2.067	-0.983	59522.76224	0.02147091055	0.01923538406	0.01044030651	0.4151805512	0.5313372469
-12.44	0.003	-9.369	0.021	-10.346	0.011	2459522.762	3.071	2.094	-0.977	59522.76243	0.02370653918	0.02121320344	0.01140175425	0.4157607445	0.5319192798
-12.546	0.003	-9.468	0.019	-10.453	0.01	2459522.762	3.078	2.093	-0.985	59522.76262	0.02147091055	0.01923538406	0.01044030651	0.4163427773	0.5325035573
-12.549	0.003	-9.472	0.019	-10.512	0.009	2459522.763	3.077	2.037	-1.04	59522.7628	0.02102379604	0.01923538406	0.009486832981	0.4169270549	0.533091077
-12.449	0.003	-9.366	0.021	-10.373	0.01	2459522.763	3.083	2.076	-1.007	59522.76299	0.0232594067	0.02121320344	0.01044030651	0.4175145746	0.5336802504
-12.422	0.003	-9.324	0.022	-10.352	0.01	2459522.763	3.098	2.07	-1.028	59522.76318	0.02416609195	0.02220360331	0.01044030651	0.418103748	0.5342620016
-12.528	0.003	-9.458	0.019	-10.472	0.01	2459522.763	3.07	2.056	-1.014	59522.76345	0.02147091055	0.01923538406	0.01044030651	0.4186854992	0.5351085948
-12.529	0.003	-9.484	0.019	-10.481	0.01	2459522.763	3.045	2.048	-0.997	59522.76364	0.02147091055	0.01923538406	0.01044030651	0.4195320923	0.5356967693
-12.55	0.003	-9.505	0.019	-10.491	0.01	2459522.764	3.045	2.059	-0.986	59522.76387	0.02147091055	0.01923538406	0.01044030651	0.4201202668	0.5364036775
-12.464	0.003	-9.366	0.021	-10.378	0.01	2459522.764	3.098	2.086	-1.012	59522.76409	0.0232594067	0.02121320344	0.01044030651	0.420827175	0.537114201
-12.406	0.003	-9.38	0.021	-10.359	0.01	2459522.764	3.026	2.047	-0.979	59522.76428	0.0232594067	0.02121320344	0.01044030651	0.4215376985	0.5376981039
-12.463	0.003	-9.403	0.021	-10.412	0.01	2459522.764	3.06	2.051	-1.009	59522.76447	0.0232594067	0.02121320344	0.01044030651	0.4221216014	0.5382819139
-12.54	0.003	-9.458	0.02	-10.502	0.009	2459522.764	3.082	2.038	-1.044	59522.76466	0.0219317122	0.02022374842	0.009486832981	0.4227054115	0.5388676579
-12.478	0.003	-9.403	0.02	-10.45	0.01	2459522.765	3.075	2.028	-1.047	59522.76484	0.02236067977	0.02022374842	0.01044030651	0.4232911554	0.5394504385
-12.32	0.003	-9.236	0.023	-10.258	0.011	2459522.765	3.084	2.062	-1.022	59522.76503	0.02549509757	0.02319482701	0.01140175425	0.4238739361	0.5400332191
-12.463	0.003	-9.432	0.02	-10.449	0.01	2459522.765	3.031	2.014	-1.017	59522.76522	0.02236067977	0.02022374842	0.01044030651	0.4244567167	0.5406174023
-12.404	0.003	-9.404	0.02	-10.386	0.01	2459522.765	3	2.018	-0.982	59522.76541	0.02236067977	0.02022374842	0.01044030651	0.4250408998	0.5412020544
-12.242	0.004	-9.219	0.024	-10.226	0.011	2459522.765	3.023	2.016	-1.007	59522.76564	0.02640075756	0.02433105012	0.01170469991	0.425625552	0.5419183464
-12.487	0.003	-9.382	0.021	-10.431	0.01	2459522.766	3.105	2.056	-1.049	59522.76582	0.0232594067	0.02121320344	0.01044030651	0.4263418439	0.5425011284
-12.512	0.003	-9.476	0.019	-10.477	0.01	2459522.766	3.036	2.035	-1.001	59522.76605	0.02147091055	0.01923538406	0.01044030651	0.426924626	0.5432109042
-12.411	0.003	-9.385	0.021	-10.395	0.01	2459522.766	3.026	2.016	-1.01	59522.76628	0.0232594067	0.02121320344	0.01044030651	0.4276344017	0.543921085
-12.427	0.003	-9.348	0.021	-10.401	0.01	2459522.766	3.079	2.026	-1.053	59522.76648	0.0232594067	0.02121320344	0.01044030651	0.4283445826	0.5445377898
-12.354	0.003	-9.321	0.022	-10.309	0.011	2459522.766	3.033	2.045	-0.988	59522.76666	0.02459674775	0.02220360331	0.01140175425	0.4289612873	0.5451198226
-12.329	0.003	-9.272	0.022	-10.297	0.011	2459522.767	3.057	2.032	-1.025	59522.76686	0.02459674775	0.02220360331	0.01140175425	0.4295433202	0.5457209991
-12.279	0.004	-9.248	0.023	-10.224	0.012	2459522.767	3.031	2.055	-0.976	59522.76704	0.02594224354	0.02334523506	0.01264911064	0.4301444966	0.5463062741
-12.472	0.003	-9.437	0.02	-10.419	0.01	2459522.767	3.035	2.053	-0.982	59522.76723	0.02236067977	0.02022374842	0.01044030651	0.4307297716	0.5468880572
-12.182	0.004	-9.229	0.024	-10.179	0.012	2459522.767	2.953	2.003	-0.95	59522.76742	0.02683281573	0.02433105012	0.01264911064	0.4313115548	0.5474704647
-12.346	0.003	-9.356	0.021	-10.331	0.011	2459522.767	2.99	2.015	-0.975	59522.7676	0.02370653918	0.02121320344	0.01140175425	0.4318939622	0.5480553651
-12.393	0.003	-9.315	0.022	-10.368	0.01	2459522.768	3.078	2.025	-1.053	59522.76783	0.02416609195	0.02220360331	0.01044030651	0.4324788627	0.5487687895
-12.32	0.003	-9.302	0.022	-10.299	0.011	2459522.768	3.018	2.021	-0.997	59522.76807	0.02459674775	0.02220360331	0.01140175425	0.4331922871	0.5495168539
-12.325	0.003	-9.332	0.021	-10.302	0.011	2459522.768	2.993	2.023	-0.97	59522.7683	0.02370653918	0.02121320344	0.01140175425	0.4339403514	0.5502302783
-12.391	0.003	-9.372	0.021	-10.352	0.01	2459522.768	3.019	2.039	-0.98	59522.76853	0.0232594067	0.02121320344	0.01044030651	0.4346537759	0.5509454799
-12.28	0.004	-9.235	0.023	-10.24	0.011	2459522.769	3.045	2.04	-1.005	59522.76873	0.02549509757	0.02334523506	0.01170469991	0.4353689774	0.5515676409
-12.421	0.003	-9.382	0.02	-10.392	0.01	2459522.769	3.039	2.029	-1.01	59522.76892	0.02236067977	0.02022374842	0.01044030651	0.4359911385	0.5521468048
-12.204	0.004	-9.161	0.024	-10.186	0.012	2459522.769	3.043	2.018	-1.025	59522.7691	0.02683281573	0.02433105012	0.01264911064	0.4365703024	0.5527280885
-12.418	0.003	-9.378	0.021	-10.379	0.01	2459522.769	3.04	2.039	-1.001	59522.76929	0.0232594067	0.02121320344	0.01044030651	0.437151586	0.5533137686
-12.42	0.003	-9.439	0.02	-10.387	0.01	2459522.769	2.981	2.033	-0.948	59522.76948	0.02236067977	0.02022374842	0.01044030651	0.4377372661	0.5538958015
-12.338	0.003	-9.358	0.022	-10.366	0.01	2459522.769	2.98	1.972	-1.008	59522.76967	0.02416609195	0.02220360331	0.01044030651	0.438319299	0.5544836957
-12.336	0.003	-9.317	0.022	-10.322	0.011	2459522.77	3.019	2.014	-1.005	59522.76991	0.02459674775	0.02220360331	0.01140175425	0.4389071933	0.5552418001
-12.044	0.004	-8.838	0.032	-10.063	0.013	2459522.77	3.206	1.981	-1.225	59522.77014	0.03453983208	0.03224903099	0.01360147051	0.4396652977	0.5559498307
-12.093	0.004	-9.072	0.026	-10.098	0.012	2459522.77	3.021	1.995	-1.026	59522.77036	0.02863564213	0.02630589288	0.01264911064	0.4403733282	0.5566589835
-12.303	0.003	-9.338	0.021	-10.309	0.011	2459522.77	2.965	1.994	-0.971	59522.77059	0.02370653918	0.02121320344	0.01140175425	0.4410824811	0.5573716588
-11.978	0.004	-8.909	0.029	-9.87	0.014	2459522.771	3.069	2.108	-0.961	59522.77078	0.03220248438	0.02927456234	0.01456021978	0.4417951563	0.5579536916
-12.17	0.004	-9.168	0.024	-10.194	0.011	2459522.771	3.002	1.976	-1.026	59522.77097	0.02640075756	0.02433105012	0.01170469991	0.4423771892	0.5585433631
-12.16	0.004	-9.15	0.025	-10.202	0.012	2459522.771	3.01	1.958	-1.052	59522.77116	0.02773084925	0.0253179778	0.01264911064	0.4429668606	0.5591422948
-12.288	0.003	-9.232	0.023	-10.294	0.011	2459522.771	3.056	1.994	-1.062	59522.77135	0.02549509757	0.02319482701	0.01140175425	0.4435657924	0.55972545
-12.259	0.004	-9.178	0.024	-10.247	0.011	2459522.771	3.081	2.012	-1.069	59522.77153	0.02640075756	0.02433105012	0.01170469991	0.4441489476	0.5603101007
-12.33	0.003	-9.276	0.022	-10.327	0.011	2459522.772	3.054	2.003	-1.051	59522.77172	0.02459674775	0.02220360331	0.01140175425	0.4447335983	0.5608971543
-12.271	0.004	-9.262	0.022	-10.255	0.011	2459522.772	3.009	2.016	-0.993	59522.77195	0.02459674775	0.02236067977	0.01170469991	0.4453206519	0.5616207117
-12.12	0.004	-9.139	0.024	-10.139	0.012	2459522.772	2.981	1.981	-1	59522.77218	0.02683281573	0.02433105012	0.01264911064	0.4460442093	0.5623269636
-12.244	0.004	-9.269	0.022	-10.281	0.011	2459522.772	2.975	1.963	-1.012	59522.77241	0.02459674775	0.02236067977	0.01170469991	0.4467504612	0.5630360236
-12.063	0.004	-9.015	0.027	-10.053	0.013	2459522.772	3.048	2.01	-1.038	59522.7726	0.02996664813	0.02729468813	0.01360147051	0.4474595211	0.563618055
-12.264	0.004	-9.298	0.022	-10.29	0.011	2459522.773	2.966	1.974	-0.992	59522.77283	0.02459674775	0.02236067977	0.01170469991	0.4480415526	0.56433862
-12.116	0.004	-9.13	0.025	-10.14	0.012	2459522.773	2.986	1.976	-1.01	59522.77301	0.02773084925	0.0253179778	0.01264911064	0.4487621175	0.5649265143
-12.231	0.004	-9.249	0.022	-10.2	0.012	2459522.773	2.982	2.031	-0.951	59522.7732	0.02505992817	0.02236067977	0.01264911064	0.4493500118	0.5655114466
-12.047	0.004	-9.098	0.025	-9.997	0.013	2459522.773	2.949	2.05	-0.899	59522.77339	0.02817800561	0.0253179778	0.01360147051	0.4499349442	0.5660996211
-12.087	0.004	-9.037	0.026	-10.053	0.013	2459522.773	3.05	2.034	-1.016	59522.77358	0.02906888371	0.02630589288	0.01360147051	0.4505231187	0.5666846159
-12.011	0.004	-8.998	0.028	-10.038	0.013	2459522.774	3.013	1.973	-1.04	59522.77377	0.03087069808	0.02828427125	0.01360147051	0.4511081134	0.5672670219
-12.21	0.004	-9.276	0.022	-10.267	0.011	2459522.774	2.934	1.943	-0.991	59522.77395	0.02459674775	0.02236067977	0.01170469991	0.4516905195	0.5678516741
-12.249	0.004	-9.258	0.023	-10.281	0.011	2459522.774	2.991	1.968	-1.023	59522.77414	0.02549509757	0.02334523506	0.01170469991	0.4522751716	0.5684340815
-12.313	0.003	-9.28	0.022	-10.299	0.011	2459522.774	3.033	2.014	-1.019	59522.77433	0.02459674775	0.02220360331	0.01140175425	0.4528575791	0.5690197297
-12.249	0.004	-9.311	0.022	-10.277	0.011	2459522.774	2.938	1.972	-0.966	59522.77452	0.02459674775	0.02236067977	0.01170469991	0.4534432272	0.569604662
-12.154	0.004	-9.182	0.023	-10.203	0.012	2459522.775	2.972	1.951	-1.021	59522.77474	0.02594224354	0.02334523506	0.01264911064	0.4540281596	0.5703148124
-12.317	0.003	-9.306	0.022	-10.343	0.011	2459522.775	3.011	1.974	-1.037	59522.77493	0.02459674775	0.02220360331	0.01140175425	0.4547383099	0.5708939762
-12.374	0.003	-9.355	0.021	-10.387	0.01	2459522.775	3.019	1.987	-1.032	59522.77512	0.0232594067	0.02121320344	0.01044030651	0.4553174738	0.5714778806
-12.347	0.003	-9.34	0.022	-10.38	0.01	2459522.775	3.007	1.967	-1.04	59522.7753	0.02416609195	0.02220360331	0.01044030651	0.4559013782	0.5720663978
-12.19	0.004	-9.228	0.023	-10.191	0.012	2459522.775	2.962	1.999	-0.963	59522.77549	0.02594224354	0.02334523506	0.01264911064	0.4564898953	0.5726499276
-12.157	0.004	-9.2	0.024	-10.192	0.012	2459522.775	2.957	1.965	-0.992	59522.77568	0.02683281573	0.02433105012	0.01264911064	0.4570734251	0.5732342051
-12.273	0.004	-9.349	0.021	-10.324	0.011	2459522.776	2.924	1.949	-0.975	59522.77587	0.02370653918	0.02137755833	0.01170469991	0.4576577027	0.5738205081
-12.336	0.003	-9.385	0.021	-10.384	0.01	2459522.776	2.951	1.952	-0.999	59522.77606	0.0232594067	0.02121320344	0.01044030651	0.4582440056	0.5744333159
-12.399	0.003	-9.426	0.02	-10.449	0.01	2459522.776	2.973	1.95	-1.023	59522.77626	0.02236067977	0.02022374842	0.01044030651	0.4588568134	0.5750485237
-12.43	0.003	-9.486	0.019	-10.463	0.01	2459522.776	2.944	1.967	-0.977	59522.77645	0.02147091055	0.01923538406	0.01044030651	0.4594720212	0.5756313043
-12.359	0.003	-9.414	0.02	-10.41	0.01	2459522.776	2.945	1.949	-0.996	59522.77664	0.02236067977	0.02022374842	0.01044030651	0.4600548018	0.5762162991
-12.158	0.004	-9.213	0.023	-10.225	0.011	2459522.777	2.945	1.933	-1.012	59522.77682	0.02549509757	0.02334523506	0.01170469991	0.4606397966	0.5767979574
-12.379	0.003	-9.425	0.02	-10.397	0.01	2459522.777	2.954	1.982	-0.972	59522.77701	0.02236067977	0.02022374842	0.01044030651	0.4612214549	0.5773796156
-12.328	0.003	-9.384	0.021	-10.408	0.01	2459522.777	2.944	1.92	-1.024	59522.77724	0.0232594067	0.02121320344	0.01044030651	0.4618031132	0.5780985269
-12.255	0.004	-9.262	0.022	-10.323	0.011	2459522.777	2.993	1.932	-1.061	59522.77747	0.02459674775	0.02236067977	0.01170469991	0.4625220244	0.5788126061
-12.294	0.003	-9.369	0.021	-10.338	0.011	2459522.777	2.925	1.956	-0.969	59522.77766	0.02370653918	0.02121320344	0.01140175425	0.4632361036	0.5793953867
-12.187	0.004	-9.23	0.024	-10.246	0.011	2459522.778	2.957	1.941	-1.016	59522.77785	0.02640075756	0.02433105012	0.01170469991	0.4638188843	0.580013931
-12.291	0.003	-9.314	0.022	-10.351	0.011	2459522.778	2.977	1.94	-1.037	59522.77804	0.02459674775	0.02220360331	0.01140175425	0.4644374286	0.5805953396
-12.377	0.003	-9.466	0.02	-10.442	0.01	2459522.778	2.911	1.935	-0.976	59522.77823	0.02236067977	0.02022374842	0.01044030651	0.4650188371	0.5811740984
-12.37	0.003	-9.436	0.02	-10.424	0.01	2459522.778	2.934	1.946	-0.988	59522.77841	0.02236067977	0.02022374842	0.01044030651	0.4655975959	0.5817540114
-12.349	0.003	-9.4	0.021	-10.419	0.01	2459522.778	2.949	1.93	-1.019	59522.7786	0.0232594067	0.02121320344	0.01044030651	0.466177509	0.5823400342
-12.294	0.004	-9.348	0.021	-10.35	0.011	2459522.779	2.946	1.944	-1.002	59522.77879	0.02370653918	0.02137755833	0.01170469991	0.4667635317	0.5829256838
-12.425	0.003	-9.456	0.02	-10.507	0.01	2459522.779	2.969	1.918	-1.051	59522.77897	0.02236067977	0.02022374842	0.01044030651	0.4673491813	0.5835077471
-12.217	0.004	-9.286	0.022	-10.294	0.011	2459522.779	2.931	1.923	-1.008	59522.77916	0.02459674775	0.02236067977	0.01170469991	0.4679312447	0.5840905292
-12.348	0.003	-9.409	0.02	-10.426	0.01	2459522.779	2.939	1.922	-1.017	59522.77935	0.02236067977	0.02022374842	0.01044030651	0.4685140267	0.5846747748
-12.351	0.003	-9.428	0.02	-10.409	0.01	2459522.779	2.923	1.942	-0.981	59522.77958	0.02236067977	0.02022374842	0.01044030651	0.4690982723	0.5853845825
-12.229	0.004	-9.304	0.023	-10.289	0.011	2459522.78	2.925	1.94	-0.985	59522.77976	0.02549509757	0.02334523506	0.01170469991	0.46980808	0.5859676433
-12.243	0.004	-9.302	0.022	-10.306	0.011	2459522.78	2.941	1.937	-1.004	59522.77995	0.02459674775	0.02236067977	0.01170469991	0.4703911409	0.5865507985
-12.136	0.004	-9.252	0.023	-10.219	0.012	2459522.78	2.884	1.917	-0.967	59522.78014	0.02594224354	0.02334523506	0.01264911064	0.4709742961	0.5871491699
-12.226	0.004	-9.338	0.022	-10.301	0.011	2459522.78	2.888	1.925	-0.963	59522.78034	0.02459674775	0.02236067977	0.01170469991	0.4715726674	0.5877672771
-12.292	0.004	-9.372	0.022	-10.351	0.011	2459522.78	2.92	1.941	-0.979	59522.78054	0.02459674775	0.02236067977	0.01170469991	0.4721907747	0.5883976996
-12.119	0.004	-9.189	0.024	-10.215	0.012	2459522.781	2.93	1.904	-1.026	59522.78074	0.02683281573	0.02433105012	0.01264911064	0.4728211972	0.5890255667
-12.117	0.004	-9.215	0.024	-10.212	0.012	2459522.781	2.902	1.905	-0.997	59522.78093	0.02683281573	0.02433105012	0.01264911064	0.4734490643	0.5896076925
-12.124	0.004	-9.229	0.024	-10.227	0.012	2459522.781	2.895	1.897	-0.998	59522.78112	0.02683281573	0.02433105012	0.01264911064	0.4740311901	0.5901925944
-12.096	0.004	-9.159	0.026	-10.18	0.012	2459522.781	2.937	1.916	-1.021	59522.78131	0.02863564213	0.02630589288	0.01264911064	0.4746160919	0.590798417
-12.148	0.004	-9.222	0.024	-10.273	0.011	2459522.781	2.926	1.875	-1.051	59522.78156	0.02640075756	0.02433105012	0.01170469991	0.4752219145	0.591563132
-12.347	0.003	-9.429	0.02	-10.456	0.01	2459522.782	2.918	1.891	-1.027	59522.78176	0.02236067977	0.02022374842	0.01044030651	0.4759866295	0.5921942412
-12.247	0.004	-9.324	0.022	-10.324	0.011	2459522.782	2.923	1.923	-1	59522.78195	0.02459674775	0.02236067977	0.01170469991	0.4766177387	0.5927950445
-12.337	0.003	-9.438	0.02	-10.437	0.01	2459522.782	2.899	1.9	-0.999	59522.78218	0.02236067977	0.02022374842	0.01044030651	0.477218542	0.5935074395
